url,status,title,description,canonical,robots,h1_count,indexable,error
https://www.koppiesystems.co.za/,200,SEO-First Websites &amp; Digital Systems | Koppie Systems,"Koppie Systems builds SEO-first websites, ecommerce platforms and practical digital systems for technical and service businesses across South Africa.",http://localhost:3000/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/,200,"Websites, Ecommerce and Business Systems | Koppie Systems","Koppie Systems builds connected websites, ecommerce and operational systems for South African businesses: acquire customers, run operations, and scale with support.",http://localhost:3000/services/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/business-websites/,200,Business Website Design South Africa | Koppie Systems,"Professional business websites built SEO-first: structured for Google, written for your customers and measured in enquiries. Serving South Africa.",http://localhost:3000/services/business-websites/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/lead-generation-websites/,200,Lead Generation Website Design | Koppie Systems,"Lead-generation websites for contractors and service businesses: built around the searches your customers make and measured in quote requests, not visits.",http://localhost:3000/services/lead-generation-websites/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/product-catalogue-websites/,200,Product Catalogue Website Development | Koppie Systems,"Product catalogue websites for manufacturers and suppliers: structured product data, spec sheets and RFQ baskets that turn browsing into quote requests.",http://localhost:3000/services/product-catalogue-websites/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/ecommerce-websites/,200,Ecommerce Website Development South Africa | Koppie Systems,"Ecommerce websites built for South African retailers: fast product pages that rank, local payment gateways, and a checkout your customers finish.",http://localhost:3000/services/ecommerce-websites/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/custom-web-applications/,200,Custom Web Application Development South Africa | Koppie Systems,"Custom web applications for South African businesses whose processes no off-the-shelf product fits: scoped honestly, built on a modern stack, owned by you.",http://localhost:3000/services/custom-web-applications/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/admin-panel-development/,200,Admin Panel Development | Koppie Systems,"Custom admin panels that replace spreadsheet chaos: one structured system for your records, jobs and numbers, with roles, audit trails and exports.",http://localhost:3000/services/admin-panel-development/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/rfq-and-quotation-systems/,200,RFQ &amp; Quotation System Development | Koppie Systems,"RFQ and quotation systems for quote-driven businesses: structured intake, fast professional quotes with VAT, status tracking and follow-up built in.",http://localhost:3000/services/rfq-and-quotation-systems/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/customer-and-supplier-portals/,200,Customer &amp; Supplier Portal Development | Koppie Systems,"Customer and supplier portals for B2B businesses: self-service orders, documents, statements and job status — fewer “just checking” calls, stickier clients.",http://localhost:3000/services/customer-and-supplier-portals/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/website-redesign/,200,Website Redesign Services South Africa | Koppie Systems,"Website redesign that protects what you have and fixes what you don’t: audit first, redirect map, rebuilt SEO architecture, measured before and after.",http://localhost:3000/services/website-redesign/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/services/seo-website-development/,200,SEO Website Development South Africa | Koppie Systems,"SEO website development done in the right order: keyword-to-page architecture first, then technical build, schema and Search Console — method you can inspect.",http://localhost:3000/services/seo-website-development/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html|staging_banner
https://www.koppiesystems.co.za/services/website-maintenance-and-support/,200,Website Maintenance &amp; Support South Africa | Koppie Systems,"Website maintenance plans for South African businesses: hosting admin, updates, backups, monitoring and monthly change time — from basic care to ecommerce SLAs.",http://localhost:3000/services/website-maintenance-and-support/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/,200,Industry Solutions | Koppie Systems,"Websites and systems built for how specific industries win work: contractors, engineering, manufacturers, property, professional services and small businesses.",http://localhost:3000/solutions/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/contractors/,200,Websites for Contractors | Koppie Systems,"Websites for South African contractors that make the phone ring: one page per service, area targeting, call and WhatsApp actions, and proof structure.",http://localhost:3000/solutions/contractors/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/engineering-companies/,200,Websites for Engineering Companies | Koppie Systems,"Websites for engineering and industrial companies: capability pages that satisfy technical buyers, project evidence, spec documents and RFQ-ready contact flows.",http://localhost:3000/solutions/engineering-companies/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/manufacturers-and-suppliers/,200,Websites for Manufacturers &amp; Suppliers | Koppie Systems,"Websites for manufacturers and suppliers: structured product catalogues, RFQ workflows and dealer information that turn product searches into quote requests.",http://localhost:3000/solutions/manufacturers-and-suppliers/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/property-businesses/,200,Websites &amp; Systems for Property Businesses | Koppie Systems,"Websites and management systems for property businesses: listing sites that generate enquiries plus portals and admin tools for tenants, leases and reporting.",http://localhost:3000/solutions/property-businesses/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/professional-services/,200,Websites for Professional Services Firms | Koppie Systems,"Websites for attorneys, accountants and practices: local search visibility, service pages that answer real client questions, and credibility that converts.",http://localhost:3000/solutions/professional-services/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/solutions/small-businesses/,200,Websites for Small Businesses | Koppie Systems,"Small business websites in South Africa that punch above their weight: SEO-first structure, honest pricing, and a clear upgrade path as you grow.",http://localhost:3000/solutions/small-businesses/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/,200,Website Packages &amp; Pricing | Koppie Systems,"Website packages for South African businesses with indicative pricing published openly — from starter business sites to catalogues, ecommerce and custom systems.",http://localhost:3000/website-packages/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/starter-business-website/,200,Starter Business Website Package | Koppie Systems,"Starter business website package: up to 6 SEO-structured pages, mobile-first build, Search Console setup. Indicative R14,000–R25,000. Fixed quote after scoping.",http://localhost:3000/website-packages/starter-business-website/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/professional-business-website/,200,Professional Business Website Package | Koppie Systems,"Professional lead-generation website package: 8–15 mapped pages, conversion structure, tracking and case-study setup. Indicative R28,000–R60,000.",http://localhost:3000/website-packages/professional-business-website/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/product-catalogue-website/,200,Product Catalogue Website Package | Koppie Systems,"Product catalogue website package: structured range, spec sheets, RFQ basket and bulk loading from your spreadsheets. Indicative R45,000–R90,000.",http://localhost:3000/website-packages/product-catalogue-website/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/ecommerce-website/,200,Ecommerce Website Package | Koppie Systems,"Ecommerce website package for SA sellers: SEO product architecture, local payment gateway, delivery setup and conversion tracking. Indicative R70,000–R160,000.",http://localhost:3000/website-packages/ecommerce-website/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/website-packages/custom-web-system/,200,Custom Web System | Koppie Systems,"Custom web systems — admin panels, RFQ and quotation tools, portals — scoped through paid discovery. Indicative from R80,000; discovery R8,000–R15,000.",http://localhost:3000/website-packages/custom-web-system/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/projects/,200,Projects and Case Studies | Koppie Systems,"Selected websites, portals and custom systems developed by Koppie Systems for technical, industrial and service businesses.",http://localhost:3000/projects/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/,200,Guides &amp; Resources | Koppie Systems,"Plain-language guides for South African business owners: what websites cost, how to choose a developer, and how search visibility actually works.",http://localhost:3000/resources/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/website-cost-guides/,200,Website Cost Guides | Koppie Systems,"Honest guides to website costs and buying decisions in South Africa: what things cost, why prices differ, and how to choose a provider without regret.",http://localhost:3000/resources/website-cost-guides/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/seo-guides/,200,SEO Guides | Koppie Systems,"Plain-language SEO guides for South African business owners: how search visibility actually works, what to invest in, and what to ignore.",http://localhost:3000/resources/seo-guides/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/website-cost-south-africa/,200,How Much Does a Website Cost in South Africa? (2026) | Koppie Systems,"Website costs in South Africa in 2026: real market ranges from R2,000 templates to R160,000+ ecommerce builds, what moves the price, and how to budget sensibly.",http://localhost:3000/resources/website-cost-south-africa/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/choosing-a-website-development-company/,200,How to Choose a Website Development Company in South Africa | Koppie Systems,"How to choose a website development company in South Africa: the questions that expose method, the red flags that predict regret, and a simple shortlist test.",http://localhost:3000/resources/choosing-a-website-development-company/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/resources/what-is-an-seo-first-website/,200,What Is an SEO-First Website? | Koppie Systems,"What an SEO-first website means: architecture from search demand, one page per intent, technical standards Google rewards — and what it deliberately is not.",http://localhost:3000/resources/what-is-an-seo-first-website/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/compare/,200,Comparisons | Koppie Systems,"Honest comparisons for website decisions: custom vs template, WordPress vs Next.js, website vs web application, and maintenance options — trade-offs included.",http://localhost:3000/compare/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/compare/custom-website-vs-template/,200,Custom Website vs Template: Which Should You Choose? | Koppie Systems,"Custom website vs template or builder: an honest comparison of cost, speed, SEO ceiling and ownership — and the situations where each is the right call.",http://localhost:3000/compare/custom-website-vs-template/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/compare/wordpress-vs-nextjs/,200,WordPress vs Next.js for Business Websites | Koppie Systems,"WordPress vs Next.js for business websites: a fair look at cost, editing, performance, security and SEO control — and who should genuinely choose which.",http://localhost:3000/compare/wordpress-vs-nextjs/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/compare/website-vs-web-application/,200,Website vs Web Application: What Does Your Business Need? | Koppie Systems,"Website vs web application explained for business owners: what each is for, what each costs, and the telltale signs your business has outgrown “just a website”.",http://localhost:3000/compare/website-vs-web-application/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/compare/website-maintenance-options/,200,Website Maintenance Options Compared | Koppie Systems,"Website maintenance plan vs ad-hoc support vs doing nothing: what each really costs in South Africa, what breaks silently, and which option fits which site.",http://localhost:3000/compare/website-maintenance-options/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/areas-we-serve/,200,Areas We Serve | Koppie Systems,Based in Pretoria and serving businesses throughout South Africa — with honest location pages only for areas we genuinely serve.,http://localhost:3000/areas-we-serve/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/areas-we-serve/pretoria/,200,Website Design &amp; Development in Pretoria | Koppie Systems,"Pretoria-based website design and development: SEO-first business websites, catalogues and custom systems — in-person meetings across Pretoria and Centurion.",http://localhost:3000/areas-we-serve/pretoria/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/areas-we-serve/johannesburg/,200,Website Design &amp; Development in Johannesburg | Koppie Systems,"Website design and development for Johannesburg businesses: SEO-first builds, catalogues and systems delivered remotely with on-site meetings by arrangement.",http://localhost:3000/areas-we-serve/johannesburg/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/about/,200,About Us | Koppie Systems,"About Koppie Systems — a Pretoria-based studio building SEO-first websites and practical digital systems for technical, industrial and service businesses.",http://localhost:3000/about/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/process/,200,Our Web Development Process | Koppie Systems,"How a project runs from scoping to launch and measurement: six documented stages, what you receive at each, and the honest timelines behind them.",http://localhost:3000/process/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/pricing/,200,Website Design Pricing | Koppie Systems,"Website design and development pricing in South Africa, published openly: indicative ranges per package, what moves price up or down, and support plan costs.",http://localhost:3000/pricing/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/seo-audit/,200,SEO Audit South Africa – Priority Fixes Included | Koppie Systems,"Compare once-off SEO audits for South African websites: R1,999 priority fixes for small sites, or R5,999 advanced technical and content audits.",http://localhost:3000/seo-audit/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/seo-audit/advanced/,200,Advanced SEO Audit South Africa | Koppie Systems,"Comprehensive technical, content and website-architecture SEO audit for larger websites. Includes priority fixes and a 90-day roadmap for R5,999.",http://localhost:3000/seo-audit/advanced/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/faq/,200,Frequently Asked Questions | Koppie Systems,"Straight answers about website costs, project timelines, ownership, SEO expectations and support — the questions every buyer should ask.",http://localhost:3000/faq/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/contact/,200,Contact Koppie Systems | Pretoria &amp; South Africa | Koppie Systems,"Contact Koppie Systems about website development, ecommerce, SEO or digital business systems. Based in Pretoria and serving clients across South Africa.",http://localhost:3000/contact/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/request-a-quote/,200,Request a Website Proposal | Koppie Systems,"Tell Koppie Systems about your website, ecommerce or business-system project. Receive a clear, itemised proposal with scope, pricing and next steps.",http://localhost:3000/request-a-quote/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/legal/privacy-policy/,200,Privacy Policy | Koppie Systems,"How Koppie Systems collects, uses and protects personal information under POPIA, including enquiry-form data, retention and your rights.",http://localhost:3000/legal/privacy-policy/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/legal/terms-of-service/,200,Terms of Service | Koppie Systems,"Terms governing use of the Koppie Systems website and the engagement terms that apply to quotations, projects and support services.",http://localhost:3000/legal/terms-of-service/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html
https://www.koppiesystems.co.za/legal/cookie-policy/,200,Cookie Policy | Koppie Systems,What cookies the Koppie Systems website uses. Currently: no analytics or marketing cookies — only what is strictly necessary for the site to function.,http://localhost:3000/legal/cookie-policy/,"index, follow",1,false,canonical_not_self|canonical_host_wrong|og_url_host_wrong|localhost_in_html